longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,income_category,age_category
-122.52,37.95,33.0,4448.0,631.0,1675.0,628.0,7.8904,468800.0,NEAR BAY,7.082802547770701,0.1418615107913669,2.667197452229299,Very High,Old
-122.53,37.95,22.0,7446.0,1979.0,2980.0,1888.0,3.5838,271300.0,NEAR BAY,3.9438559322033897,0.2657802847166264,1.5783898305084745,Medium,Moderately Old
-122.53,37.96,36.0,4385.0,620.0,1549.0,626.0,8.3935,470500.0,NEAR BAY,7.00479233226837,0.14139110604332952,2.47444089456869,Very High,Old
-122.53,37.93,42.0,2171.0,362.0,887.0,347.0,6.6125,393200.0,NEAR BAY,6.256484149855908,0.16674343620451404,2.5561959654178676,Very High,Very Old
-122.54,37.93,43.0,2998.0,470.0,970.0,430.0,5.5385,431800.0,NEAR BAY,6.972093023255814,0.15677118078719146,2.255813953488372,High,Very Old
-122.54,37.94,39.0,3670.0,775.0,1519.0,788.0,4.4081,435200.0,NEAR BAY,4.657360406091371,0.2111716621253406,1.9276649746192893,Medium,Very Old
-122.54,37.94,26.0,3990.0,804.0,1550.0,792.0,5.1834,405500.0,NEAR BAY,5.037878787878788,0.20150375939849624,1.957070707070707,High,Moderately Old
-122.52,37.94,18.0,1804.0,284.0,600.0,241.0,5.9582,500001.0,NEAR BAY,7.485477178423237,0.1574279379157428,2.4896265560165975,High,New
-122.53,37.94,18.0,878.0,255.0,384.0,247.0,4.7344,200000.0,NEAR BAY,3.554655870445344,0.29043280182232345,1.5546558704453441,High,New
-122.52,37.93,34.0,2782.0,502.0,1219.0,507.0,5.0779,333900.0,NEAR BAY,5.487179487179487,0.18044572250179727,2.4043392504930967,High,Old
-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,375000.0,NEAR BAY,5.650862068965517,0.20633104500381388,2.2025862068965516,Medium,Old
-122.52,37.92,24.0,421.0,64.0,163.0,75.0,14.5833,500001.0,NEAR BAY,5.613333333333333,0.15201900237529692,2.1733333333333333,Very High,Moderately Old
-122.53,37.92,42.0,1741.0,301.0,723.0,306.0,5.5379,410500.0,NEAR BAY,5.689542483660131,0.17288914417001724,2.3627450980392157,High,Very Old
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,310300.0,NEAR BAY,5.109792284866469,0.20441347270615565,1.9228486646884273,Medium,Old
-122.53,37.92,45.0,1530.0,324.0,608.0,328.0,3.875,390800.0,NEAR BAY,4.664634146341464,0.21176470588235294,1.853658536585366,Medium,Very Old
-122.52,37.92,47.0,793.0,163.0,334.0,151.0,5.8509,317800.0,NEAR BAY,5.251655629139073,0.2055485498108449,2.2119205298013247,High,Very Old
-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,349200.0,NEAR BAY,6.4681372549019605,0.1572565365668814,2.482843137254902,Very High,Old
-122.5,37.92,30.0,2270.0,359.0,974.0,351.0,5.5926,300900.0,NEAR BAY,6.467236467236467,0.1581497797356828,2.774928774928775,High,Old
-122.49,37.92,26.0,2170.0,347.0,849.0,318.0,6.2953,386200.0,NEAR BAY,6.823899371069182,0.15990783410138248,2.669811320754717,Very High,Moderately Old
-122.51,37.91,2.0,647.0,136.0,203.0,118.0,6.641,310000.0,NEAR BAY,5.483050847457627,0.21020092735703247,1.7203389830508475,Very High,New
-122.48,37.93,16.0,2947.0,802.0,1385.0,743.0,3.6731,318000.0,NEAR BAY,3.9663526244952894,0.27214116050220566,1.864064602960969,Medium,New
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,500001.0,NEAR BAY,6.680965147453083,0.16412520064205458,2.1769436997319036,Very High,Old
-122.47,37.87,36.0,4471.0,618.0,1315.0,582.0,11.5706,500001.0,NEAR BAY,7.68213058419244,0.13822411093715053,2.259450171821306,Very High,Old
-122.45,37.91,27.0,2682.0,382.0,935.0,369.0,10.0791,500001.0,NEAR BAY,7.2682926829268295,0.1424310216256525,2.5338753387533877,Very High,Moderately Old
-122.5,37.91,31.0,7001.0,1282.0,2755.0,1267.0,5.4851,441100.0,NEAR BAY,5.525651144435675,0.18311669761462648,2.1744277821625886,High,Old
-122.49,37.89,23.0,1650.0,403.0,541.0,336.0,6.0238,500001.0,NEAR BAY,4.910714285714286,0.24424242424242423,1.6101190476190477,Very High,Moderately Old
-122.47,37.89,23.0,10774.0,1736.0,3895.0,1683.0,7.2905,500001.0,NEAR BAY,6.401663695781343,0.1611286430295155,2.3143196672608437,Very High,Moderately Old
-122.45,37.9,30.0,3763.0,717.0,1292.0,632.0,8.4888,500001.0,NEAR BAY,5.954113924050633,0.1905394631942599,2.0443037974683542,Very High,Old
-122.5,37.88,28.0,5448.0,1089.0,2100.0,1023.0,4.7475,474600.0,NEAR BAY,5.325513196480938,0.1998898678414097,2.0527859237536656,High,Moderately Old
-122.51,37.89,27.0,2674.0,565.0,1233.0,547.0,3.4485,458300.0,NEAR BAY,4.888482632541133,0.2112939416604338,2.2541133455210236,Medium,Moderately Old
-122.53,37.91,37.0,2524.0,398.0,999.0,417.0,7.9892,500001.0,NEAR BAY,6.052757793764988,0.1576862123613312,2.3956834532374103,Very High,Old
-122.53,37.9,44.0,2846.0,551.0,1232.0,537.0,3.8839,327200.0,NEAR BAY,5.299813780260708,0.19360505973295855,2.2942271880819365,Medium,Very Old
-122.54,37.9,48.0,2491.0,460.0,937.0,455.0,4.4375,370000.0,NEAR BAY,5.474725274725275,0.1846647932557206,2.059340659340659,Medium,Very Old
-122.54,37.91,48.0,2924.0,489.0,1159.0,505.0,5.6302,489000.0,NEAR BAY,5.79009900990099,0.16723666210670315,2.295049504950495,High,Very Old
-122.55,37.92,52.0,2303.0,350.0,859.0,359.0,6.1085,500001.0,NEAR BAY,6.415041782729805,0.1519756838905775,2.3927576601671308,Very High,Very Old
-122.52,37.91,30.0,4174.0,739.0,1818.0,705.0,5.5951,402900.0,NEAR BAY,5.920567375886525,0.1770483948251078,2.578723404255319,High,Old
-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,417600.0,NEAR BAY,4.411526794742164,0.23859729543891817,1.6582406471183013,Medium,New
-122.52,37.9,16.0,1704.0,402.0,689.0,348.0,4.4239,267100.0,NEAR BAY,4.896551724137931,0.23591549295774647,1.9798850574712643,Medium,New
-122.54,37.9,41.0,3170.0,622.0,1091.0,528.0,3.7813,389200.0,NEAR BAY,6.003787878787879,0.19621451104100945,2.066287878787879,Medium,Very Old
-122.55,37.9,34.0,1431.0,224.0,503.0,220.0,7.9606,453400.0,NEAR BAY,6.504545454545455,0.15653389238294899,2.286363636363636,Very High,Old
-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,463500.0,NEAR BAY,5.615942028985507,0.16322580645161291,2.322463768115942,Very High,Very Old
-122.56,37.91,52.0,1972.0,327.0,755.0,345.0,7.1924,500001.0,NEAR BAY,5.715942028985507,0.1658215010141988,2.1884057971014492,Very High,Very Old
-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,500001.0,NEAR BAY,6.4630872483221475,0.1505711318795431,2.4194630872483223,Very High,Old
-122.55,37.91,48.0,1283.0,278.0,567.0,255.0,3.2794,460000.0,NEAR BAY,5.031372549019608,0.2166796570537802,2.223529411764706,Medium,Very Old
-122.53,37.88,25.0,4921.0,866.0,1913.0,834.0,6.8742,413100.0,NEAR BAY,5.900479616306955,0.17598049176996544,2.2937649880095923,Very High,Moderately Old
-122.54,37.88,30.0,4382.0,732.0,1775.0,745.0,6.7809,414400.0,NEAR BAY,5.881879194630873,0.16704701049748974,2.38255033557047,Very High,Old
-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,400000.0,NEAR BAY,7.169960474308301,0.15545755237045203,2.600790513833992,Very High,Moderately Old
-122.53,37.88,36.0,2688.0,485.0,1064.0,449.0,4.4583,308600.0,NEAR BAY,5.986636971046771,0.18043154761904762,2.3697104677060135,Medium,Old
-122.56,37.9,36.0,1760.0,283.0,562.0,246.0,6.7546,402400.0,NEAR BAY,7.154471544715447,0.16079545454545455,2.2845528455284554,Very High,Old
-122.54,37.89,33.0,4971.0,836.0,1907.0,795.0,6.1275,424400.0,NEAR BAY,6.252830188679245,0.16817541742104206,2.39874213836478,Very High,Old
-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073,400400.0,NEAR BAY,5.837340876944837,0.16694935788708504,2.257425742574257,High,Old
-122.56,37.9,24.0,221.0,41.0,75.0,38.0,5.1292,362500.0,NEAR BAY,5.815789473684211,0.18552036199095023,1.9736842105263157,High,Moderately Old
-122.51,37.87,21.0,3904.0,980.0,1949.0,919.0,2.862,258400.0,NEAR BAY,4.2480957562568005,0.2510245901639344,2.120783460282916,Low,Moderately Old
-122.47,37.85,19.0,1926.0,593.0,881.0,546.0,2.9145,140400.0,NEAR BAY,3.5274725274725274,0.3078920041536864,1.6135531135531136,Low,Moderately Old
-122.5,37.87,17.0,4333.0,947.0,1650.0,919.0,6.3066,346100.0,NEAR BAY,4.714907508161045,0.21855527348257558,1.7954298150163222,Very High,New
-122.49,37.86,35.0,2729.0,538.0,969.0,528.0,6.7669,500001.0,NEAR BAY,5.168560606060606,0.19714181018688165,1.8352272727272727,Very High,Old
-122.49,37.86,52.0,2175.0,510.0,809.0,503.0,4.5398,442000.0,NEAR BAY,4.324055666003976,0.23448275862068965,1.6083499005964215,High,Very Old
-122.48,37.86,52.0,3914.0,752.0,1177.0,670.0,6.2113,500001.0,NEAR BAY,5.841791044776119,0.19213081246806335,1.7567164179104477,Very High,Very Old
-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,500001.0,NEAR BAY,5.225726141078838,0.20755915515324758,1.7394190871369295,Very High,Very Old
-122.49,37.85,38.0,240.0,29.0,63.0,34.0,12.2547,500001.0,NEAR BAY,7.0588235294117645,0.12083333333333333,1.8529411764705883,Very High,Very Old
-122.52,37.88,52.0,176.0,50.0,88.0,46.0,3.8068,275000.0,NEAR BAY,3.8260869565217392,0.2840909090909091,1.9130434782608696,Medium,Very Old
-122.62,37.85,30.0,833.0,164.0,358.0,143.0,6.8198,493800.0,NEAR OCEAN,5.825174825174825,0.19687875150060025,2.5034965034965033,Very High,Old
-122.53,37.86,38.0,1183.0,196.0,628.0,205.0,3.75,478600.0,NEAR BAY,5.770731707317073,0.16568047337278108,3.0634146341463415,Medium,Very Old
-122.66,37.93,42.0,1505.0,324.0,553.0,277.0,4.1792,350000.0,NEAR OCEAN,5.433212996389892,0.21528239202657806,1.9963898916967509,Medium,Very Old
-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,495800.0,NEAR OCEAN,11.38,0.19402460456942003,2.396,Medium,Moderately Old
-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,238700.0,NEAR OCEAN,6.200716845878136,0.1884393063583815,2.2544802867383513,Medium,Very Old
-122.71,37.9,23.0,1250.0,257.0,437.0,188.0,3.115,242600.0,NEAR OCEAN,6.648936170212766,0.2056,2.324468085106383,Medium,Moderately Old
-122.86,38.1,44.0,2602.0,509.0,691.0,343.0,4.3125,261500.0,NEAR OCEAN,7.58600583090379,0.19561875480399693,2.0145772594752187,Medium,Very Old
-122.84,38.07,31.0,1858.0,367.0,701.0,297.0,3.8269,270700.0,NEAR OCEAN,6.255892255892256,0.197524219590958,2.3602693602693603,Medium,Old
-122.93,38.02,28.0,1284.0,265.0,628.0,219.0,3.5469,200000.0,NEAR OCEAN,5.863013698630137,0.20638629283489096,2.867579908675799,Medium,Moderately Old
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,430000.0,NEAR OCEAN,6.980676328502415,0.16885813148788928,2.463768115942029,High,Moderately Old
-122.9,38.28,52.0,1275.0,218.0,627.0,185.0,2.3482,163500.0,NEAR OCEAN,6.891891891891892,0.17098039215686275,3.389189189189189,Low,Very Old
-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,240900.0,NEAR OCEAN,15.015151515151516,0.18062563067608475,2.3333333333333335,Medium,Moderately Old
-122.81,38.08,19.0,1615.0,366.0,815.0,337.0,3.4609,238800.0,NEAR OCEAN,4.792284866468843,0.22662538699690402,2.4183976261127595,Medium,Moderately Old
-122.8,38.18,36.0,2378.0,476.0,957.0,362.0,3.625,253100.0,NEAR OCEAN,6.569060773480663,0.2001682085786375,2.643646408839779,Medium,Old
-120.19,37.53,25.0,1470.0,341.0,706.0,283.0,1.7614,71300.0,INLAND,5.19434628975265,0.23197278911564626,2.4946996466431095,Low,Moderately Old
-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,113100.0,INLAND,6.633228840125392,0.2008506616257089,2.8495297805642634,Low,New
-119.99,37.51,14.0,2878.0,617.0,1011.0,509.0,1.398,103800.0,INLAND,5.654223968565815,0.2143849895760945,1.9862475442043221,Very Low,New
-119.95,37.47,32.0,1312.0,315.0,600.0,265.0,1.5,91500.0,INLAND,4.950943396226415,0.24009146341463414,2.2641509433962264,Very Low,Old
-119.98,37.43,12.0,2776.0,592.0,1236.0,489.0,2.5551,105000.0,INLAND,5.676891615541923,0.2132564841498559,2.5276073619631902,Low,New
-120.07,37.34,16.0,1667.0,372.0,762.0,283.0,1.75,87500.0,INLAND,5.890459363957597,0.22315536892621476,2.6925795053003534,Low,New
-120.31,37.64,11.0,2403.0,497.0,890.0,344.0,3.0,120800.0,INLAND,6.9854651162790695,0.2068248023304203,2.5872093023255816,Low,New
-120.15,37.69,13.0,866.0,252.0,369.0,165.0,2.875,70200.0,INLAND,5.248484848484848,0.2909930715935335,2.2363636363636363,Low,New
-120.02,37.72,17.0,2806.0,600.0,990.0,410.0,2.3818,88100.0,INLAND,6.84390243902439,0.21382751247327156,2.4146341463414633,Low,New
-119.81,37.67,24.0,172.0,42.0,79.0,30.0,3.8333,93800.0,INLAND,5.733333333333333,0.2441860465116279,2.6333333333333333,Medium,Moderately Old
-119.82,37.57,13.0,1713.0,340.0,643.0,241.0,2.662,92400.0,INLAND,7.1078838174273855,0.198482194979568,2.66804979253112,Low,New
-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,112000.0,INLAND,6.177285318559557,0.19865470852017938,2.548476454293629,Low,New
-119.84,37.48,17.0,2582.0,553.0,1087.0,423.0,2.5,104200.0,INLAND,6.1040189125295505,0.21417505809450038,2.569739952718676,Low,New
-119.8,37.5,15.0,989.0,184.0,406.0,151.0,3.1771,121900.0,INLAND,6.549668874172186,0.18604651162790697,2.6887417218543046,Medium,New
-119.72,37.46,13.0,1999.0,375.0,750.0,308.0,2.875,96000.0,INLAND,6.490259740259741,0.1875937968984492,2.435064935064935,Low,New
-119.85,37.39,14.0,2744.0,555.0,1153.0,474.0,2.753,111100.0,INLAND,5.789029535864979,0.2022594752186589,2.432489451476793,Low,New
-119.55,37.75,30.0,2165.0,536.0,1500.0,414.0,3.5391,55900.0,INLAND,5.229468599033816,0.24757505773672056,3.6231884057971016,Medium,Old
-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,164600.0,INLAND,21.16296296296296,0.2313615680784039,2.1555555555555554,Low,Old
-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,70000.0,INLAND,5.62962962962963,0.23519736842105263,2.6018518518518516,Low,Moderately Old
-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,57900.0,INLAND,5.54054054054054,0.2118466898954704,2.8803088803088803,Low,Moderately Old
-123.23,39.77,25.0,2075.0,435.0,991.0,377.0,1.2281,60300.0,INLAND,5.503978779840849,0.20963855421686747,2.6286472148541113,Very Low,Moderately Old
-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,79200.0,INLAND,6.15606936416185,0.25586854460093894,2.494219653179191,Low,New
-123.71,39.88,42.0,1518.0,383.0,656.0,303.0,1.4952,69800.0,NEAR OCEAN,5.00990099009901,0.2523056653491436,2.165016501650165,Very Low,Very Old
-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,145800.0,NEAR OCEAN,6.436123348017621,0.2327173169062286,2.2687224669603525,Low,Moderately Old
-123.58,39.66,15.0,1839.0,489.0,887.0,332.0,2.2429,100000.0,<1H OCEAN,5.539156626506024,0.265905383360522,2.6716867469879517,Low,New
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,71500.0,INLAND,4.762331838565022,0.211864406779661,2.515695067264574,Low,Moderately Old
-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,140700.0,<1H OCEAN,5.23208722741433,0.20154807978565048,2.97196261682243,Medium,Moderately Old
-123.79,39.5,24.0,1421.0,291.0,588.0,274.0,2.325,157300.0,<1H OCEAN,5.186131386861314,0.2047853624208304,2.145985401459854,Low,Moderately Old
-123.8,39.47,28.0,2492.0,507.0,1202.0,460.0,2.7857,150300.0,<1H OCEAN,5.417391304347826,0.2034510433386838,2.6130434782608694,Low,Moderately Old
-123.73,39.44,32.0,790.0,151.0,380.0,142.0,2.7,165000.0,<1H OCEAN,5.563380281690141,0.1911392405063291,2.676056338028169,Low,Old
-123.84,39.46,47.0,1150.0,244.0,552.0,201.0,2.5192,110400.0,<1H OCEAN,5.721393034825871,0.21217391304347827,2.746268656716418,Low,Very Old
-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,131600.0,<1H OCEAN,5.745819397993311,0.20081490104772992,2.3344481605351173,Low,Old
-123.8,39.44,52.0,1533.0,336.0,754.0,340.0,1.9213,95000.0,<1H OCEAN,4.508823529411765,0.2191780821917808,2.2176470588235295,Low,Very Old
-123.79,39.44,49.0,2290.0,482.0,1201.0,479.0,3.5,113300.0,<1H OCEAN,4.780793319415449,0.21048034934497817,2.5073068893528183,Medium,Very Old
-123.8,39.44,33.0,2024.0,459.0,1019.0,422.0,1.9208,93600.0,<1H OCEAN,4.796208530805687,0.2267786561264822,2.414691943127962,Low,Old
-123.79,39.44,36.0,1330.0,273.0,761.0,286.0,2.7813,105800.0,<1H OCEAN,4.65034965034965,0.20526315789473684,2.660839160839161,Low,Old
-123.79,39.44,16.0,2017.0,423.0,1177.0,414.0,3.2171,116200.0,<1H OCEAN,4.871980676328502,0.20971740208230044,2.842995169082126,Medium,New
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,150000.0,<1H OCEAN,4.0,0.2804878048780488,1.9844789356984478,Low,New
-123.34,39.5,15.0,2342.0,535.0,1064.0,433.0,1.8967,96600.0,INLAND,5.40877598152425,0.22843723313407344,2.4572748267898383,Low,New
-123.4,39.46,10.0,4086.0,831.0,2111.0,758.0,3.2156,104400.0,<1H OCEAN,5.3905013192612135,0.20337738619676946,2.7849604221635884,Medium,New
-123.32,39.42,22.0,2085.0,432.0,1133.0,402.0,2.3906,92600.0,<1H OCEAN,5.186567164179104,0.20719424460431654,2.818407960199005,Low,Moderately Old
-123.38,39.37,18.0,3946.0,813.0,1899.0,730.0,2.6424,124600.0,<1H OCEAN,5.405479452054794,0.20603142422706539,2.6013698630136988,Low,New
-123.35,39.42,18.0,1619.0,346.0,904.0,295.0,2.1625,77200.0,<1H OCEAN,5.488135593220339,0.21371216800494133,3.064406779661017,Low,New
-123.37,39.43,32.0,2780.0,470.0,1281.0,479.0,3.588,96000.0,<1H OCEAN,5.803757828810021,0.16906474820143885,2.674321503131524,Medium,Old
-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,76900.0,<1H OCEAN,5.296969696969697,0.20709382151029748,2.4484848484848483,Low,Very Old
-123.35,39.4,27.0,1321.0,338.0,779.0,327.0,1.85,71800.0,<1H OCEAN,4.039755351681957,0.2558667676003028,2.382262996941896,Low,Moderately Old
-123.36,39.4,21.0,1081.0,254.0,715.0,275.0,1.5625,71500.0,<1H OCEAN,3.930909090909091,0.23496762257169287,2.6,Low,Moderately Old
-123.34,39.39,18.0,2821.0,628.0,1636.0,615.0,2.3333,84000.0,<1H OCEAN,4.586991869918699,0.22261609358383552,2.6601626016260163,Low,New
-123.1,39.36,19.0,1056.0,248.0,611.0,226.0,1.746,105000.0,INLAND,4.672566371681416,0.23484848484848486,2.7035398230088497,Low,Moderately Old
-123.23,39.33,20.0,804.0,121.0,448.0,140.0,3.9632,147100.0,<1H OCEAN,5.742857142857143,0.15049751243781095,3.2,Medium,Moderately Old
-123.15,39.31,19.0,1026.0,205.0,424.0,152.0,2.8833,154200.0,INLAND,6.75,0.19980506822612085,2.789473684210526,Low,Moderately Old
-123.11,39.32,20.0,2745.0,504.0,1421.0,430.0,3.3431,137500.0,INLAND,6.383720930232558,0.18360655737704917,3.3046511627906976,Medium,Moderately Old
-123.18,39.26,25.0,3066.0,570.0,1558.0,535.0,3.788,134200.0,<1H OCEAN,5.730841121495327,0.18590998043052837,2.91214953271028,Medium,Moderately Old
-123.22,39.28,16.0,5569.0,1106.0,3148.0,1088.0,3.1455,142900.0,<1H OCEAN,5.118566176470588,0.19859938947746453,2.8933823529411766,Medium,New
-123.36,39.25,17.0,1087.0,254.0,522.0,202.0,2.5875,144500.0,<1H OCEAN,5.381188118811881,0.23367065317387303,2.5841584158415842,Low,New
-123.18,39.23,18.0,243.0,55.0,115.0,54.0,2.125,175000.0,<1H OCEAN,4.5,0.22633744855967078,2.1296296296296298,Low,New
-123.21,39.2,17.0,3145.0,693.0,1560.0,647.0,2.2926,149300.0,<1H OCEAN,4.860896445131376,0.22034976152623212,2.41112828438949,Low,New
-123.19,39.21,22.0,1542.0,291.0,821.0,285.0,3.5917,118800.0,<1H OCEAN,5.410526315789474,0.188715953307393,2.880701754385965,Medium,Moderately Old
-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,105400.0,<1H OCEAN,4.881987577639752,0.21374045801526717,3.0683229813664594,Low,Moderately Old
-123.75,39.37,16.0,1377.0,296.0,830.0,279.0,3.25,151400.0,<1H OCEAN,4.935483870967742,0.214960058097313,2.974910394265233,Medium,New
-123.85,39.39,23.0,4671.0,912.0,2095.0,857.0,3.184,140500.0,<1H OCEAN,5.450408401400233,0.19524727039177905,2.4445740956826136,Medium,Moderately Old
-123.81,39.34,17.0,1981.0,371.0,773.0,325.0,3.1563,277000.0,<1H OCEAN,6.095384615384615,0.1872791519434629,2.3784615384615386,Medium,New
-123.7,39.32,18.0,1652.0,352.0,711.0,292.0,3.1071,213200.0,<1H OCEAN,5.657534246575342,0.21307506053268765,2.434931506849315,Medium,New
-123.81,39.31,23.0,2754.0,577.0,887.0,432.0,3.3654,225000.0,NEAR OCEAN,6.375,0.2095134350036311,2.053240740740741,Medium,Moderately Old
-123.73,39.17,20.0,4620.0,1042.0,1745.0,794.0,2.375,158800.0,NEAR OCEAN,5.818639798488665,0.22554112554112554,2.197732997481108,Low,Moderately Old
-123.53,38.93,38.0,1706.0,355.0,506.0,211.0,2.5625,165600.0,NEAR OCEAN,8.085308056872037,0.20808909730363423,2.3981042654028437,Low,Very Old
-123.69,38.9,17.0,2206.0,478.0,1140.0,428.0,2.1985,95300.0,NEAR OCEAN,5.154205607476635,0.21668177697189483,2.663551401869159,Low,New
-123.59,38.8,17.0,5202.0,1037.0,1742.0,803.0,3.1201,176100.0,NEAR OCEAN,6.478206724782067,0.19934640522875818,2.1693648816936486,Medium,New
-123.54,39.17,18.0,2251.0,510.0,1032.0,369.0,2.2946,101000.0,<1H OCEAN,6.100271002710027,0.22656597067969791,2.796747967479675,Low,New
-123.39,38.99,28.0,1416.0,294.0,812.0,258.0,3.4063,109400.0,<1H OCEAN,5.488372093023256,0.2076271186440678,3.147286821705426,Medium,Moderately Old
-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,115400.0,<1H OCEAN,5.385416666666667,0.20696324951644102,2.9756944444444446,Low,Old
-123.21,39.18,17.0,2772.0,576.0,1501.0,584.0,2.6275,142100.0,<1H OCEAN,4.7465753424657535,0.2077922077922078,2.5702054794520546,Low,New
-123.34,39.1,24.0,5372.0,1051.0,3002.0,992.0,3.0652,131100.0,<1H OCEAN,5.415322580645161,0.19564408041697692,3.026209677419355,Medium,Moderately Old
-123.21,39.07,17.0,1890.0,342.0,877.0,312.0,3.7833,159800.0,<1H OCEAN,6.0576923076923075,0.18095238095238095,2.8108974358974357,Medium,New
-123.22,39.15,45.0,1348.0,265.0,639.0,270.0,3.3667,115200.0,<1H OCEAN,4.992592592592593,0.19658753709198812,2.3666666666666667,Medium,Very Old
-123.22,39.16,32.0,1149.0,187.0,499.0,208.0,3.6587,154600.0,<1H OCEAN,5.524038461538462,0.16275021758050479,2.3990384615384617,Medium,Old
-123.23,39.13,33.0,1176.0,211.0,529.0,217.0,3.8958,144000.0,<1H OCEAN,5.419354838709677,0.179421768707483,2.4377880184331797,Medium,Old
-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,122100.0,<1H OCEAN,5.74384236453202,0.18524871355060035,2.4827586206896552,Medium,Old
-123.21,39.15,52.0,1370.0,258.0,617.0,228.0,2.55,112900.0,<1H OCEAN,6.008771929824562,0.18832116788321168,2.706140350877193,Low,Very Old
-123.21,39.14,39.0,1419.0,262.0,661.0,278.0,3.0,114600.0,<1H OCEAN,5.10431654676259,0.1846370683579986,2.3776978417266186,Low,Very Old
-123.21,39.13,27.0,1531.0,266.0,822.0,234.0,4.0469,127400.0,<1H OCEAN,6.542735042735043,0.1737426518615284,3.5128205128205128,Medium,Moderately Old
-123.2,39.16,14.0,1908.0,484.0,1195.0,467.0,1.7929,82300.0,<1H OCEAN,4.085653104925053,0.25366876310272535,2.558886509635974,Low,New
-123.22,39.16,29.0,6121.0,1222.0,3595.0,1189.0,2.631,109600.0,<1H OCEAN,5.148023549201009,0.19964058160431303,3.0235492010092515,Low,Moderately Old
-123.2,39.15,27.0,990.0,238.0,592.0,225.0,2.0074,96200.0,<1H OCEAN,4.4,0.2404040404040404,2.631111111111111,Low,Moderately Old
-123.19,39.15,16.0,2577.0,495.0,1232.0,488.0,2.6012,125600.0,<1H OCEAN,5.280737704918033,0.1920838183934808,2.5245901639344264,Low,New
-123.21,39.15,31.0,2685.0,675.0,1367.0,626.0,1.6571,108900.0,<1H OCEAN,4.289137380191693,0.25139664804469275,2.18370607028754,Low,Old
-123.2,39.14,17.0,1620.0,396.0,878.0,399.0,1.8042,109200.0,<1H OCEAN,4.06015037593985,0.24444444444444444,2.200501253132832,Low,New
-123.2,39.13,26.0,1474.0,417.0,1065.0,401.0,1.375,84400.0,<1H OCEAN,3.6758104738154613,0.2829036635006784,2.655860349127182,Very Low,Moderately Old
-123.21,39.14,15.0,2235.0,545.0,1376.0,516.0,1.9032,100000.0,<1H OCEAN,4.3313953488372094,0.24384787472035793,2.6666666666666665,Low,New
-123.1,39.15,32.0,1143.0,208.0,454.0,188.0,3.8333,116100.0,<1H OCEAN,6.079787234042553,0.18197725284339458,2.4148936170212765,Medium,Old
-123.17,39.18,14.0,2240.0,327.0,1030.0,308.0,5.9585,214900.0,<1H OCEAN,7.2727272727272725,0.14598214285714287,3.344155844155844,High,New
-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,161900.0,<1H OCEAN,5.858461538461539,0.17384453781512604,2.5107692307692306,Medium,Old
-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,94700.0,<1H OCEAN,4.356435643564357,0.22954545454545455,3.458745874587459,Low,Old
-123.16,39.1,31.0,418.0,82.0,327.0,81.0,2.775,120800.0,<1H OCEAN,5.160493827160494,0.19617224880382775,4.037037037037037,Low,Old
-123.19,39.12,38.0,267.0,57.0,196.0,60.0,2.3125,70000.0,<1H OCEAN,4.45,0.21348314606741572,3.2666666666666666,Low,Very Old
