index,merchantid,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate
438,5d3d857c0ff7f937558c4dd1,1,1000,1000.0,3.626,265.0,3.87,4.0,4.0,4.0,62.0,1.0,100.0
439,5d45349676befe65691dcfbb,1,1000,1000.0,3.681,342.0,12.0,11.0,-9.0,-9.0,286.0,,
440,5d57d3a9cf65030dc331b0b2,1,1000,1000.0,3.683,104.0,11.0,75.0,86.0,86.0,70.0,,
441,5d44f6c68388973d77042d83,1,1000,1000.0,3.703,626.0,11.0,83.0,87.0,87.0,118.0,,
442,5695ee973fa51e32deafd9c9,1,1000,1000.0,3.741,42514.0,8.0,18.0,56.0,56.0,158.0,,
443,5b6ec2f2838d931d2fbf7a28,1,1000,1000.0,3.749,6632.0,9.0,48.0,82.0,82.0,135.0,,
444,553c93bcd57a0156022b1598,1,1000,1000.0,3.761,18762.0,19.0,17.0,-11.0,-11.0,255.0,,
445,5ba0fe4673d934503a6cb6ad,1,1000,1000.0,3.766,667.0,11.0,11.0,0.0,0.0,223.0,1.0,100.0
446,5dcb9bb2997e90092d624499,1,1000,1000.0,3.766,821.0,8.0,7.0,-14.0,-14.0,294.0,,
447,5b17df3f012875082bc82048,1,1000,1000.0,3.768,2078.0,11.0,22.0,50.0,50.0,129.0,,
448,559f4066577ce11970f7f7fa,1,1000,1000.0,3.79,21842.0,4.86,8.0,40.0,40.0,115.0,,
449,5d4e91681d9a8e1fcc2fefba,1,1000,1000.0,3.794,383.0,6.0,30.0,80.0,80.0,325.0,,
450,5d46751876befe56001de246,1,1000,1000.0,3.811,1685.0,7.0,6.0,-16.0,-16.0,46.0,,
451,57d67d2bb1adb8102d39f90f,1,1000,1000.0,3.817,8362.0,11.0,11.0,0.0,0.0,131.0,,
452,56a6d6f9cc46da0df30dd801,1,1000,1000.0,3.82,4924.0,12.0,11.0,-9.0,-9.0,181.0,,
453,5b8a0074f2858d1c8a032c5a,1,1000,1000.0,3.829,738.0,8.0,7.0,-14.0,-14.0,62.0,,
454,57b1288be4830507cc9f586a,1,1000,1000.0,3.842,1733.0,11.0,10.0,-10.0,-10.0,410.0,,
455,5a2bc05fddda8c49398c52fe,1,1000,1000.0,3.845,670.0,6.0,6.0,0.0,0.0,134.0,,
456,57878a7316b28907b9b50131,1,1000,1000.0,3.855,15812.0,6.0,22.0,73.0,73.0,47.0,1.0,100.0
457,5440df5815133758cf40f1e3,1,1000,1000.0,3.855,15407.0,12.0,85.0,86.0,86.0,137.0,,
458,582b156ff6872e749e4d1ad4,1,1000,1000.0,3.857,13814.0,9.0,8.0,-12.0,-12.0,81.0,,
459,5684ca0f73c0e02989b91cad,1,1000,1000.0,3.858,8197.0,1.0,11.0,91.0,91.0,5.0,,
460,59a54d5eae228e4f11e9c5e0,1,1000,1000.0,3.861,2397.0,12.0,11.0,-9.0,-9.0,928.0,,
461,579f12b73087c40f57abcd3d,1,1000,1000.0,3.864,3727.0,12.0,11.0,-9.0,-9.0,398.0,,
462,57a09a5649c29a34cf282715,1,1000,1000.0,3.876,8433.0,8.0,42.0,81.0,81.0,409.0,,
463,55c89dc93a698c6010edccc4,1,1000,1000.0,3.877,13309.0,6.0,56.0,90.0,90.0,938.0,,
464,589e67aa3205e17175ced38e,1,1000,1000.0,3.878,16085.0,11.0,159.0,94.0,94.0,585.0,,
465,5d3be81670327a1a4ffce08e,1,1000,1000.0,3.883,2072.0,3.9,5.0,22.0,22.0,57.0,1.0,100.0
466,56d572b08ec6660796b65705,1,1000,1000.0,3.885,21012.0,8.0,9.0,12.0,12.0,45.0,,
467,56efff5017777d430c47b78e,1,1000,1000.0,3.892,870.0,12.0,11.0,-9.0,-9.0,646.0,,
468,57a1ac972b6fb2282425b585,1,1000,1000.0,3.893,466.0,8.0,7.0,-14.0,-14.0,152.0,,
469,56ebb573e652e91f9ca6a674,1,1000,1000.0,3.894,11354.0,15.0,13.0,-15.0,-15.0,854.0,,
470,586e70187e94384d6fc17f14,1,1000,1000.0,3.894,28694.0,9.0,9.0,0.0,0.0,238.0,,
471,5a20c64d8cf0ed4d57d60471,1,1000,1000.0,3.895,3668.0,11.0,10.0,-10.0,-10.0,85.0,,
472,59f5481068788b25d0a84068,1,1000,1000.0,3.896,1403.0,11.0,10.0,-10.0,-10.0,113.0,,
473,5dde67d7801ecf6d4c385348,1,1000,1000.0,3.896,433.0,11.0,10.0,-10.0,-10.0,299.0,,
474,58d4832721ad9176d0d3d00f,1,1000,1000.0,3.897,3743.0,16.0,59.0,73.0,73.0,222.0,,
475,565c1b173a698c769e2be15d,1,1000,1000.0,3.9,4072.0,8.0,25.0,68.0,68.0,220.0,,
476,5b21e84a43b3b67a3089b10d,1,1000,1000.0,3.901,892.0,8.0,17.0,53.0,53.0,288.0,,
477,564b2fb5c126a0127af8441e,1,1000,1000.0,3.905,10320.0,5.0,5.0,0.0,0.0,102.0,1.0,100.0
478,58d765d6da2852536d7a3fa9,1,1000,1000.0,3.907,1722.0,9.0,8.0,-12.0,-12.0,248.0,,
479,57d64f7bcafd22102c3a5fc2,1,1000,1000.0,3.91,3119.0,2.0,56.0,97.0,97.0,41.0,,
480,575a9d8d6813ab5ceeb09521,1,1000,1000.0,3.912,4136.0,8.0,72.0,89.0,89.0,153.0,,
481,5d43cda683889748193da7c0,1,1000,1000.0,3.931,331.0,7.0,6.0,-16.0,-16.0,68.0,,
482,5d5a1171560eca427bf10acb,1,1000,1000.0,3.932,543.0,11.0,10.0,-10.0,-10.0,212.0,,
483,5b99f68520019041167b0b74,1,1000,1000.0,3.936,17738.0,6.0,6.0,0.0,0.0,352.0,,
484,5489a2fe546ead1ec9215829,1,1000,1000.0,3.939,905.0,8.0,34.0,77.0,77.0,429.0,,
485,56cd7070df108f481ff3e00e,1,1000,1000.0,3.94,16527.0,9.0,9.0,0.0,0.0,129.0,,
486,5de7a6aa4c9c821f67c14ac3,1,1000,1000.0,3.942,171.0,13.0,19.0,32.0,32.0,151.0,1.0,100.0
487,5d5b651b283abc16408fff54,1,1000,1000.0,3.942,365.0,1.68,2.0,16.0,16.0,51.0,1.0,100.0
488,58fcdd56cdb8e24565cc017e,1,1000,1000.0,3.949,1335.0,15.0,25.0,40.0,40.0,408.0,,
489,55f982b029624842ab599cc3,1,1000,1000.0,3.95,2685.0,6.0,7.0,15.0,15.0,258.0,1.0,100.0
490,56961502ca1588618ca6d5fe,1,1000,1000.0,3.951,14780.0,8.0,252.0,97.0,97.0,161.0,,
491,5e8544bfd69a0ea72d39bc31,1,1000,1000.0,3.959,193.0,2.69,3.0,11.0,11.0,74.0,,
492,583998c51591454a04a79709,1,1000,1000.0,3.96,40457.0,14.0,12.0,-16.0,-16.0,548.0,1.0,100.0
493,5b125148c2586910aba903d6,1,1000,1000.0,3.965,16757.0,7.0,6.0,-16.0,-16.0,601.0,,
494,5a031e9c9aee09542077d074,1,1000,1000.0,3.967,12763.0,7.0,50.0,86.0,86.0,408.0,1.0,100.0
495,5857e83a1e95514d46b046dd,1,1000,1000.0,3.97,6457.0,6.0,23.0,74.0,74.0,251.0,,
496,59b0dcac50df61071d239b12,1,1000,1000.0,3.973,1653.0,8.0,7.0,-14.0,-14.0,161.0,,
497,5b8d343e133368366f2dff48,1,1000,1000.0,3.979,3670.0,13.0,11.0,-18.0,-18.0,487.0,,
498,57ee6909567a8d101913df98,1,1000,1000.0,3.979,18831.0,12.0,11.0,-9.0,-9.0,428.0,1.0,100.0
499,58d3828699637874f89eb45a,1,1000,1000.0,3.982,33303.0,11.0,21.0,48.0,48.0,545.0,1.0,100.0
500,5819d0d196f2cc7dffad41ec,1,1000,1000.0,3.983,1012.0,3.81,4.0,5.0,5.0,101.0,,
501,5b6935c0a1fdaa1dba5a4cd4,1,1000,1000.0,3.984,5807.0,8.0,17.0,53.0,53.0,426.0,,
502,5b164e4c7e43f2326c3e3931,1,1000,1000.0,3.985,6731.0,7.0,43.0,84.0,84.0,130.0,1.0,100.0
503,5b4d6eb88a5b7b24519e69ad,1,1000,1000.0,3.989,5422.0,8.0,49.0,84.0,84.0,154.0,1.0,100.0
504,545dab9f5f313f1e28cb1a2f,1,1000,1000.0,3.993,9308.0,5.86,5.0,-17.0,-17.0,150.0,,
505,5700e2be27992f63cdca2dca,1,1000,1000.0,3.995,8484.0,5.0,8.0,38.0,38.0,31.0,1.0,100.0
506,547465748edcfa6ceab14f70,1,1000,1000.0,4.004,73119.0,11.0,10.0,-10.0,-10.0,221.0,1.0,100.0
507,59a6cc4b21064f78b1bef62f,1,1000,1000.0,4.006,5226.0,8.0,8.0,0.0,0.0,668.0,1.0,100.0
508,5466fad41280fa5ca27ba85d,1,1000,1000.0,4.007,10264.0,14.0,12.0,-16.0,-16.0,475.0,,
509,56effd3864d54a58a619bdb1,1,1000,1000.0,4.008,639.0,12.0,31.0,62.0,62.0,344.0,1.0,100.0
510,5466e6343dabbe66ab062be8,1,1000,1000.0,4.014,4622.0,14.0,51.0,73.0,73.0,445.0,,
511,5514d13ce87fd21cf12f9d0b,1,1000,1000.0,4.014,21226.0,8.0,7.0,-14.0,-14.0,605.0,,
512,55419b79439bb51755098f63,1,1000,1000.0,4.015,9002.0,11.0,11.0,0.0,0.0,217.0,,
513,584ae0173961b64ca9b426b1,1,1000,1000.0,4.017,4233.0,6.0,22.0,73.0,73.0,518.0,1.0,100.0
514,580f361ff6978b4fdba4b112,1,1000,1000.0,4.019,1281.0,2.8,3.0,7.0,7.0,78.0,,
515,5b8e19ad9058ed22fdc30621,1,1000,1000.0,4.028,6246.0,5.67,6.0,6.0,6.0,245.0,,
516,5af54e838699ce1143d1f876,1,1000,1000.0,4.031,2464.0,6.0,140.0,96.0,96.0,538.0,,
517,5d42991670327a71301ec76e,1,1000,1000.0,4.036,1055.0,2.0,2.0,0.0,0.0,143.0,,
518,53e98c6446188e1d4d3a38bd,1,1000,1000.0,4.041,4230.0,1.8,2.0,10.0,10.0,76.0,,
519,58501ab6ff3da74c89f8927f,1,1000,1000.0,4.044,11078.0,5.0,5.0,0.0,0.0,279.0,,
520,58c2318d3f49634886892d7c,1,1000,1000.0,4.045,10436.0,5.0,5.0,0.0,0.0,94.0,,
521,597eda458696be7dab480a44,1,1000,1000.0,4.047,1990.0,12.0,11.0,-9.0,-9.0,899.0,,
522,5dc69ae4c4e6e61846dfc2b4,1,1000,1000.0,4.055,550.0,5.65,5.0,-13.0,-13.0,108.0,,
523,5ad16178db5f1f07107a5401,1,1000,1000.0,4.057,3950.0,8.0,7.0,-14.0,-14.0,124.0,1.0,100.0
524,557ac6650a43e41ba218240a,1,1000,1000.0,4.058,45372.0,4.68,25.0,82.0,82.0,127.0,,
525,58748c070e230b22a1ab5bc2,1,1000,1000.0,4.061,1369.0,7.0,6.0,-16.0,-16.0,442.0,1.0,100.0
526,5ad1f14d40626a47903fe9df,1,1000,1000.0,4.064,2377.0,11.0,10.0,-10.0,-10.0,215.0,,
527,583edf165022c71b82d1d6c7,1,1000,1000.0,4.064,4048.0,13.0,13.0,0.0,0.0,332.0,1.0,100.0
528,59b38b9d0ec30f3dcde27914,1,1000,1000.0,4.065,4434.0,8.0,7.0,-14.0,-14.0,378.0,,
529,54d30f53dc8ce133f79b434d,1,1000,1000.0,4.066,44837.0,5.65,6.0,6.0,6.0,217.0,,
530,58285d7f168b5430c5090ab8,1,1000,1000.0,4.072,1663.0,5.82,58.0,90.0,90.0,623.0,,
531,5948c9761f2f0f2efb675fa4,1,1000,1000.0,4.072,6623.0,8.0,7.0,-14.0,-14.0,111.0,1.0,100.0
532,5eb8cf5429e78638f27379f5,1,1000,1000.0,4.075,161.0,5.69,10.0,44.0,44.0,76.0,,
533,544e3da38edcfa4c456f6181,1,1000,1000.0,4.078,6300.0,11.0,10.0,-10.0,-10.0,100.0,,
534,56c30460d7e2821146329f82,1,1000,1000.0,4.079,9651.0,3.71,6.0,39.0,39.0,181.0,,
535,5858d328e18c0f7603a08e1f,1,1000,1000.0,4.08,72885.0,3.0,5.0,40.0,40.0,327.0,1.0,100.0
536,585a45a3ef562825c60e0c71,1,1000,1000.0,4.08,2867.0,8.0,30.0,74.0,74.0,65.0,1.0,100.0
537,57108cd6a995b507211ef8fb,1,1000,1000.0,4.086,9136.0,13.0,50.0,74.0,74.0,855.0,,
538,5aec1dd2c96bb815b802df67,1,1000,1000.0,4.09,1761.0,8.0,8.0,0.0,0.0,187.0,1.0,100.0
539,57f7b4a3bc506d1e56530cdd,1,1000,1000.0,4.092,2505.0,6.0,9.0,34.0,34.0,471.0,,
540,55d480c092e9ba1242bd816a,1,1000,1000.0,4.095,15948.0,5.0,5.0,0.0,0.0,252.0,1.0,100.0
541,55e51e53c9f8235d17759948,1,1000,1000.0,4.098,541.0,22.0,159.0,87.0,87.0,235.0,,
542,5b6bb6d7790f1a0d8a416c03,1,1000,1000.0,4.101,6256.0,13.0,43.0,70.0,70.0,65.0,1.0,100.0
543,5938e6a17fe241506f93503b,1,1000,1000.0,4.11,3804.0,3.76,4.0,6.0,6.0,95.0,,
544,596636724b913a6954556581,1,1000,1000.0,4.115,28101.0,8.0,7.0,-14.0,-14.0,650.0,,
545,58aea6fe15241651ee65307b,1,1000,1000.0,4.12,543.0,2.0,6.0,67.0,67.0,121.0,,
546,5d3c419de4b65d4fb81e7286,1,1000,1000.0,4.124,557.0,1.91,6.0,69.0,69.0,141.0,,
547,5cd6743c8da3ad22253d937f,1,1000,1000.0,4.126,2745.0,8.0,7.0,-14.0,-14.0,267.0,1.0,100.0
548,589eb1c33205e17175cee2ee,1,1000,1000.0,4.127,3117.0,3.87,4.0,4.0,4.0,94.0,,
549,5864730562a1e84ca10df658,1,1000,1000.0,4.132,6364.0,11.0,10.0,-10.0,-10.0,483.0,,
550,5b08f027c2586968afffb44f,1,1000,1000.0,4.136,5880.0,11.0,17.0,36.0,36.0,462.0,1.0,100.0
551,56cc2ea09879a4136344cf49,1,1000,1000.0,4.137,7348.0,8.0,7.0,-14.0,-14.0,120.0,,
552,590eda48f3d19c203c2648e4,1,1000,1000.0,4.141,6460.0,11.0,84.0,87.0,87.0,792.0,,
553,5a3ccf7f028bbd773f938596,1,1000,1000.0,4.142,19760.0,8.0,51.0,85.0,85.0,256.0,,
554,5a0d2c3e68788b4400878642,1,1000,1000.0,4.143,14442.0,9.0,57.0,85.0,85.0,146.0,,
555,5b420ce3d9b2a4418b74ae31,1,1000,1000.0,4.146,2116.0,18.0,16.0,-12.0,-12.0,477.0,1.0,100.0
556,5b7ecbfa7956ef54b750df16,1,1000,1000.0,4.147,9341.0,22.0,169.0,87.0,87.0,542.0,1.0,100.0
557,5e6910549145adc9f7972fac,1,1000,1000.0,4.149,114.0,13.0,33.0,61.0,61.0,122.0,,
558,5a54add17dee4a20b31ef567,1,1000,1000.0,4.149,6343.0,11.0,76.0,86.0,86.0,364.0,,
559,5853765779b45e0b58ad30f4,1,1000,1000.0,4.153,30643.0,7.0,9.0,23.0,23.0,219.0,1.0,100.0
560,586fbd8b8c30e82bdcce557d,1,1000,1000.0,4.155,5914.0,6.0,6.0,0.0,0.0,362.0,1.0,100.0
561,5acecb61417cee2b9d27f88a,1,1000,1000.0,4.158,2610.0,5.0,5.0,0.0,0.0,197.0,,
562,53df1a1046188e7ac043c6da,1,1000,1000.0,4.16,5048.0,19.0,26.0,27.0,27.0,205.0,,
563,582bd2fde18c0f0a402ba101,1,1000,1000.0,4.16,29044.0,15.0,101.0,86.0,86.0,646.0,,
564,5accadccc98949438a3729a2,1,1000,1000.0,4.161,1837.0,12.0,17.0,30.0,30.0,230.0,,
565,58cbc85cad83385080a3cf94,1,1000,1000.0,4.165,32715.0,11.0,10.0,-10.0,-10.0,101.0,,
566,595df09dd44a9b53910f4e2b,1,1000,1000.0,4.166,8043.0,9.0,31.0,71.0,71.0,317.0,,
567,58cf7224712870506c44edd9,1,1000,1000.0,4.171,3218.0,6.0,8.0,25.0,25.0,523.0,1.0,100.0
568,5a4df4937ce75c31079ba413,1,1000,1000.0,4.174,17856.0,14.0,102.0,87.0,87.0,197.0,,
569,576b9101ac55bd7f2108992b,1,1000,1000.0,4.179,37375.0,2.72,17.0,85.0,85.0,116.0,,
570,54a2cd4940b3782666e8a5bf,1,1000,1000.0,4.181,4778.0,17.0,75.0,78.0,78.0,479.0,,
571,58539804afa5ec4cae2cdce8,1,1000,1000.0,4.181,816.0,8.0,7.0,-14.0,-14.0,398.0,,
572,59bcfadb776ab96ae984be82,1,1000,1000.0,4.191,9034.0,8.0,22.0,64.0,64.0,638.0,1.0,100.0
573,5787268541b5257c73d0132f,1,1000,1000.0,4.193,14974.0,8.0,9.0,12.0,12.0,621.0,,
574,5b0a6169012875789c76ebba,1,1000,1000.0,4.198,2510.0,6.0,6.0,0.0,0.0,170.0,,
575,590d6c356815062709f1b06c,1,1000,1000.0,4.204,941.0,7.0,6.0,-16.0,-16.0,129.0,1.0,100.0
576,5950d54a4b913a1174a7ae6d,1,1000,1000.0,4.209,2212.0,8.0,30.0,74.0,74.0,270.0,1.0,100.0
577,5d4cf83dc8bc520142c8534f,1,1000,1000.0,4.21,706.0,5.75,25.0,77.0,77.0,117.0,,
578,5ba9af0fef66004cac1013f7,1,1000,1000.0,4.212,2495.0,12.0,102.0,89.0,89.0,206.0,,
579,58cf8bc8375c92523736b540,1,1000,1000.0,4.213,47639.0,11.0,24.0,55.0,55.0,154.0,1.0,100.0
580,5a4b4ab27dee4a057cca7429,1,1000,1000.0,4.215,11597.0,11.0,68.0,84.0,84.0,211.0,,
581,5810c45baf5d3c19670b3f9a,1,1000,1000.0,4.217,8352.0,8.0,7.0,-14.0,-14.0,558.0,,
582,5accdb3c1baafe6febd26cf3,1,1000,1000.0,4.22,6570.0,5.77,16.0,64.0,64.0,687.0,,
583,570cfe55a18a3f4630d18c02,1,1000,1000.0,4.223,1178.0,14.0,12.0,-16.0,-16.0,429.0,1.0,100.0
584,58c14b3e98d70751f799bc3f,1,1000,1000.0,4.229,3533.0,15.0,13.0,-15.0,-15.0,497.0,1.0,100.0
585,5a0fe8770a332a615df86c5e,1,1000,1000.0,4.229,4298.0,9.0,9.0,0.0,0.0,216.0,,
586,595f3d28ce4e69232af53c32,1,1000,1000.0,4.238,12322.0,16.0,26.0,39.0,39.0,450.0,,
587,58ad365fb3bd6d507b06db0f,1,1000,1000.0,4.241,15540.0,12.0,93.0,88.0,88.0,534.0,1.0,100.0
588,58475ecf5eee8869e4ad9a07,1,1000,1000.0,4.243,3709.0,5.71,13.0,57.0,57.0,317.0,,
589,5af25671e139d756e4f0afbe,1,1000,1000.0,4.246,8404.0,9.0,84.0,90.0,90.0,420.0,1.0,100.0
590,5aad329608a224392d805720,1,1000,1000.0,4.254,1038.0,15.0,13.0,-15.0,-15.0,277.0,,
591,5853b96be788110ac30168b9,1,1000,1000.0,4.254,6033.0,16.0,14.0,-14.0,-14.0,552.0,,
592,566a3ef17233ff2686443082,1,1000,1000.0,4.257,25752.0,8.0,7.0,-14.0,-14.0,843.0,,
593,5ae0213bb722cf61f1aa3624,1,1000,1000.0,4.26,2992.0,8.0,11.0,28.0,28.0,153.0,1.0,100.0
594,582ff94e0d44631042fe7c41,1,1000,1000.0,4.261,14298.0,8.0,7.0,-14.0,-14.0,439.0,,
595,5bbf00e6c5fdec1c0e0d401d,1,1000,1000.0,4.264,904.0,5.86,11.0,47.0,47.0,512.0,1.0,100.0
596,55dc6b85f51bf838d3e3dcc2,1,1000,1000.0,4.265,62240.0,14.0,86.0,84.0,84.0,546.0,1.0,100.0
597,5a40bd3812fa1c2c21498ea7,1,1000,1000.0,4.279,3396.0,5.73,5.0,-14.0,-14.0,182.0,,
598,58d9f311fe9cae52ce0213ec,1,1000,1000.0,4.279,6383.0,11.0,14.0,22.0,22.0,651.0,1.0,100.0
599,58a3f270e269ee522580e6bb,1,1000,1000.0,4.296,99800.0,14.0,12.0,-16.0,-16.0,176.0,,
600,587dcb1b6fa68c4caba87529,1,1000,1000.0,4.298,794.0,9.0,8.0,-12.0,-12.0,192.0,,
601,5d3bc9f8e13a7e654424a4cb,1,1000,1000.0,4.306,173.0,8.0,11.0,28.0,28.0,127.0,1.0,100.0
602,59c25e6a30e1f368ea189232,1,1000,1000.0,4.308,4084.0,24.0,59.0,60.0,60.0,762.0,,
603,57383b023a698c3a936ce406,1,1000,1000.0,4.316,2946.0,7.0,49.0,86.0,86.0,194.0,1.0,100.0
604,5873347af1f65d4d61b69b1a,1,1000,1000.0,4.319,791.0,3.84,4.0,4.0,4.0,55.0,,
605,58778fdcdfa6bc28858f3422,1,1000,1000.0,4.324,10963.0,7.0,6.0,-16.0,-16.0,144.0,,
606,5b8deaae2eb51f6d30ff9a3d,1,1000,1000.0,4.332,4425.0,7.0,6.0,-16.0,-16.0,207.0,1.0,100.0
607,5b66b2f303523d3caa84aed5,1,1000,1000.0,4.334,895.0,11.0,85.0,88.0,88.0,454.0,1.0,100.0
608,57a155a4b63950286426744f,1,1000,1000.0,4.337,3403.0,8.0,48.0,84.0,84.0,794.0,,
609,54922e98223ebf6980220266,1,1000,1000.0,4.337,44840.0,12.0,72.0,84.0,84.0,566.0,,
610,586c683cc87b4c4f84b6b4de,1,1000,1000.0,4.349,2996.0,6.0,6.0,0.0,0.0,505.0,,
611,5528e6afecb5250bffe81ef7,1,1000,1000.0,4.35,32318.0,3.72,11.0,67.0,67.0,178.0,,
612,583bdad32f5e5304a69d5bd3,1,1000,1000.0,4.352,1428.0,6.0,6.0,0.0,0.0,330.0,,
613,5b41be818e210d22facca0bd,1,1000,1000.0,4.357,13909.0,5.0,5.0,0.0,0.0,166.0,,
614,5885a7e767f7c84d7657d220,1,1000,1000.0,4.38,27740.0,9.0,38.0,77.0,77.0,312.0,1.0,100.0
615,585cc05eaf0e9d52046c895d,1,1000,1000.0,4.38,17922.0,11.0,10.0,-10.0,-10.0,413.0,,
616,555bf637b0213719da7229df,1,1000,1000.0,4.383,6275.0,8.0,38.0,79.0,79.0,196.0,1.0,100.0
617,5bdc1408c23b3222e81f3936,1,1000,1000.0,4.393,15221.0,1.66,2.0,17.0,17.0,33.0,,
618,5b80fee2008a3e2f6ec81563,1,1000,1000.0,4.417,3439.0,6.0,22.0,73.0,73.0,201.0,1.0,100.0
619,551506dc18b2791039a7286d,1,1000,1000.0,4.42,1370.0,13.0,72.0,82.0,82.0,326.0,,
620,592968ba63950d682ca4b195,1,1000,1000.0,4.423,2904.0,5.0,5.0,0.0,0.0,377.0,,
621,56cd50871e15ff78c21de8a9,5,500,100.0,3.956,1047.0,3.81,3.6,3.0,3.2,33.0,2.0,40.0
622,583da4b58108913e6c79a32e,6,500,83.0,4.069,2782.0,6.14,7.33,22.0,22.33,29.0,3.0,50.0
623,5e4bb29957cc9b46d2e498f7,4,400,100.0,3.802,111.0,7.5,10.0,30.0,30.0,11.0,2.0,50.0
624,5b47ffa01e5bc91f3eea4f1f,4,400,100.0,3.975,366.0,7.0,6.5,-4.0,-4.5,9.0,2.0,50.0
625,5aea8f2ccac3c5238de1a99c,4,400,100.0,4.144,1160.0,9.0,31.5,64.0,64.0,38.0,2.0,50.0
626,5eb51ed929e7865dc268a561,5,350,70.0,3.874,127.0,7.2,8.4,12.0,12.0,4.0,3.0,60.0
627,5dc40e313710b91b0f04fcc5,3,300,100.0,3.625,112.0,6.0,6.0,0.0,0.0,5.0,1.0,33.0
628,5d3da852e4b65d3e801e9b5d,3,300,100.0,3.732,168.0,11.0,10.0,-10.0,-10.0,45.0,2.0,67.0
629,5a698cef028bbd27227d3d12,3,300,100.0,3.884,1050.0,3.0,3.0,0.0,0.0,58.0,2.0,67.0
630,584a7a381591451e4e3af3df,3,300,100.0,3.988,4080.0,9.67,25.33,62.0,62.33,55.0,2.0,67.0
631,580c7d0a8b67fa197454a2d1,3,300,100.0,4.041,4705.0,6.0,6.0,0.0,0.0,27.0,1.0,33.0
632,596b4085d4cc34162e778769,3,300,100.0,4.049,9940.0,13.67,101.0,85.0,85.33,29.0,1.0,33.0
633,5d8b2f16ddac8e198fc7c8b7,3,300,100.0,4.155,483.0,7.0,6.0,-16.0,-16.0,25.0,1.0,33.0
634,5df71a34092d7302140be245,3,300,100.0,4.156,885.0,9.24,8.33,-11.0,-11.33,11.0,1.0,33.0
635,5710ac98b2d43a5925da8dd8,3,300,100.0,4.168,4856.0,3.33,8.33,57.0,57.0,33.0,,
636,5eb6598ec43e5c5ab9fd5a78,4,300,75.0,3.791,129.0,8.0,8.5,3.0,3.0,9.0,2.0,50.0
637,5e4f6a3a29e786346774bcce,4,300,75.0,4.036,28.0,4.5,4.5,0.0,0.0,3.0,2.0,50.0
638,5eb50ff17041111c43033565,3,250,83.0,3.545,211.0,8.0,7.0,-14.0,-14.0,6.0,1.0,33.0
639,5e4a06cb57cc9b1700e826b3,2,200,100.0,3.186,43.0,8.0,26.0,70.0,70.0,14.0,1.0,50.0
640,5e54a05c207f9d3e6cee7040,2,200,100.0,3.188,32.0,7.0,26.0,74.0,74.0,10.0,,
641,5dd790db4cc6678b7441ba5d,2,200,100.0,3.382,364.0,11.0,10.0,-10.0,-10.0,45.0,1.0,50.0
642,5e61e5580705ac039c94c08f,2,200,100.0,3.409,359.0,3.7,47.0,93.0,93.0,11.0,1.0,50.0
643,56498ab42a6bdb4474afa47b,2,200,100.0,3.535,1472.0,9.0,34.0,74.0,74.0,28.0,1.0,50.0
644,5d4e6ca57edfad27a90a6726,2,200,100.0,3.581,31.0,8.0,11.0,28.0,28.0,21.0,1.0,50.0
645,5d50fb2b1d9a8e23e3334c81,2,200,100.0,3.659,138.0,8.0,26.0,70.0,70.0,13.0,1.0,50.0
646,5e9a629b29e786250230ba90,2,200,100.0,3.667,18.0,11.0,16.0,32.0,32.0,12.0,1.0,50.0
647,5b0cd8577e43f257d4a05469,2,200,100.0,3.708,1279.0,11.0,17.0,36.0,36.0,3.0,1.0,50.0
648,5e693079c6a6e679c0bf4613,2,200,100.0,3.766,231.0,8.0,59.0,87.0,87.0,114.0,1.0,50.0
649,5d56b32c40defd78043d5af9,2,200,100.0,3.774,31.0,13.0,11.0,-18.0,-18.0,2.0,1.0,50.0
650,5eb5076129e786048168034d,2,200,100.0,3.786,117.0,8.0,10.0,20.0,20.0,6.0,1.0,50.0
651,5a792e56a71fbf471cf1fc99,2,200,100.0,3.833,5846.0,8.0,51.0,85.0,85.0,31.0,,
652,52838e612dcc6469fa2d7104,2,200,100.0,3.84,16215.0,5.0,30.0,84.0,84.0,13.0,1.0,50.0
653,5e183869e344ec006fdaa805,2,200,100.0,3.855,131.0,17.0,108.0,85.0,84.5,50.0,,
654,5ac82ff62c49567ffa616535,2,200,100.0,3.855,435.0,11.0,84.0,87.0,87.0,18.0,,
655,58ff26fc42fc6a113afae083,2,200,100.0,3.878,9078.0,10.0,64.0,85.0,84.5,34.0,1.0,50.0
656,5d9f24a451a4ed72d95bac9c,2,200,100.0,3.883,239.0,8.0,65.0,88.0,88.0,29.0,1.0,50.0
657,5d3e6e0ce13a7e7ae9f35f74,2,200,100.0,3.894,104.0,9.0,8.0,-12.0,-12.0,27.0,1.0,50.0
658,5b348167af6b3122dba38825,2,200,100.0,3.916,8996.0,5.77,5.0,-15.0,-15.0,4.0,1.0,50.0
659,577f79f928d95d5777eac030,2,200,100.0,3.935,3060.0,7.0,6.0,-16.0,-16.0,22.0,1.0,50.0
660,55dc2bf3b92a5941ebd4ecf2,2,200,100.0,3.948,3237.0,10.5,46.5,78.0,77.5,32.0,,
661,55ed4e573a698c3a9daa8b2b,2,200,100.0,3.951,16099.0,6.92,13.5,32.0,32.0,34.0,,
